category,district,culutename,cultureaddress,organizationname,targetaudience,fee,description,thumbnailimage,startdate,enddate,isfree,portalurl
전시/미술,노원구,[도봉문화재단] 둘리뮤지엄 특별전 [K-라면과 구공탄],둘리뮤지엄 지하 1층 기획전시실,도봉문화재단,둘리뮤지엄 관람객,,,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=91ee7b784cb444f1804c9038b22de863&thumb=Y,2025. 5. 18,2026. 3. 18,무료,https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=153682&menuNo=200009
뮤지컬/오페라,노원구,[서울생활문화센터 체부] 상반기 생활문화콘서트 8회차 [강남뮤지컬단],서울생활문화센터 체부 체부홀,서울생활문화센터-체부,시민 누구나,,,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=3e8f8b8cd4eb400aad86108cb38a5b41&thumb=Y,2025. 5. 18,2025. 5. 18,무료,https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=153541&menuNo=200008
축제-기타,노원구,제 17회 성북세계음식축제 [누리마실],성북동 성북로 일대,성북문화재단,누구나,,,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=4c7067cb9b704be0964d4d56a190975b&thumb=Y,2025. 5. 18,2025. 5. 18,무료,https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=153022&menuNo=200010
교육/체험,노원구,[한성백제박물관]  느린학습자 대상 [쏙쏙 알아가는 역사이야기],"한성백제박물관 전시실, 교육실",한성백제박물관,초등학교 경계선지능 학생,,,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=a1245a143865478f86e10926f41e468d&thumb=Y,2025. 5. 17,2025. 6. 28,무료,https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=153844&menuNo=200011
교육/체험,노원구,[금천문화재단] 영유아 대상 문화예술교육 [천으로 놀다-천과 실이 머무는 놀이터],만천명월예술인家 B1,금천문화재단,12개월 ~ 36개월 영유아 및 보호자 각 10팀,무료,,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=6bca919ff82b41d3acf80cafaa12b4d5&thumb=Y,2025. 5. 17,2025. 5. 24,무료,https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=153110&menuNo=200011
축제-기타,노원구,[서울시립과학관] 제 8회 2025 사이언스 페스티벌: 지구를 품은 생물 대모험,서울시립과학관,서울시립과학관,누구나,,,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=56d7c2adfdea4d0bbde77c6cc0c7dc3f&thumb=Y,2025. 5. 17,2025. 5. 18,무료,https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=153494&menuNo=200010
무용,노원구,[강동문화재단] 창작발레 [갓] ,강동아트센터 대극장 한강,강동문화재단,8세 이상 ,"R 60,000원, S 50,000원, A 30,000원",,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=620204d0bfdb446b9cc9caf94ffc7bbd&thumb=Y,2025. 5. 17,2025. 5. 18,유료,https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=153053&menuNo=200008
클래식,노원구,황건영 피아노 독주회,예술의전당 리사이틀홀,기타,누구나,"일반석 30,000원",,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=7aa7a10bbc204b66ad9f7a15a74ec765&thumb=Y,2025. 5. 17,2025. 5. 17,유료,https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=152766&menuNo=200008
교육/체험,노원구,문예북흥 No.22 장석주&박연준 - 시를 사랑하고 시인을 사랑한 장석주&박연준 부부가 서로에 대해 말하다.,이호철북콘서트홀,은평역사한옥박물관,누구나,"5,000원","[문예북흥]은 책을 통해 문학에서 예술로 나아가는 문예부흥 시리즈로 분닥문학의 거장 이호철을 영점으로 우리 시대의 고전과 젊은 목소리의 화합을 희망하는 마음에서 시작되었습니다. 강연자가 직접선정한 한 권의 책을 주제로 청중과 소통하는 자유로운 토크 콘서트, 매주 토요일, 1년 52주 동안 연속으로 진행됩니다. ",https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=b7ad5226ea874408939488f4c8038efc&thumb=Y,2025. 5. 17,2025. 5. 17,유료,https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=153501&menuNo=200011
축제-문화/예술,노원구,[강서구청] 2025 우장산 그린페스타,우장산 축구장(서울특별시 강서구 우장산로10길 112),강서구청,어린이 및 가족 누구나,무료,,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=4f19c77b14b34e98818dab09c771ca80&thumb=Y,2025. 5. 17,2025. 5. 17,무료,https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=153158&menuNo=200010
교육/체험,노원구,[서울아트책보고] 키네틱 아티스트 김동현 작가와 함께하는 오토마타 만들기,서울아트책보고 워크숍룸,서울아트책보고,"초등학생 + 부모1인 동반 (10팀, 총인원 20명)",,,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=a224f9dbe41b49f18493923a0aaa083e&thumb=Y,2025. 5. 17,2025. 5. 17,무료,https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=153521&menuNo=200011
교육/체험,노원구,[SeMA 백남준기념관] 관객참여 퍼포먼스 워크숍 [아카이브 리인덱스 아카이브] 메멕스 룸,SeMA 백남준기념관 1층 백남준기념관,서울시립미술관,성인 일반인,,,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=c8c9b63869634774a143b68c597a2874&thumb=Y,2025. 5. 17,2025. 5. 17,무료,https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=153440&menuNo=200011
축제-문화/예술,노원구,제22회 한강사랑 그림그리기 대회,뚝섬한강공원 수변무대,기타,‘21년생~’13년생 어린이,무료,"2025년 한강사계체험프로그램의 일환으로 5월 17일 뚝섬한강공원에서 진행되는 제22회 한강사랑 그림그리기 대회는 5세(2013년생)~13세(2021년생) 어린이가 참가할 수 있다. 시상은 총 상금 510만원이고 환경부 장관상, 한강유역환경청장상 등이 포함되어 있다. 주요 프로그램은 그림그리기 대회를 포함해 에코놀이터와 한강 상징 만들기 체험과 다양한 공연, 협력기관 홍보 및 체험 등이 있다. 에코놀이터에는 자가발전 버블 자전거와 멸종위기 생물을 알아보는 놀이가 있고, 한강 상징 만들기 체험에는 한강사랑 미니 테라리움 만들기, 한강사랑 LED 무드등 만들기, 업사이클링 양말목 네임택 만들기, 멸종위기 동물인형 만들기가 있다. 공연으로는 마술과 버블, 벌룬 공연이 진행되고 협력기관 홍보 및 체험으로는 한국수자원공사에서 이동식 음수대 수돗물 음용 체험, 방울이와 사진찍기, 한국환경공단에서 새활용 커피박 캐릭터 키링 만들기, 꼬마 농구대 분리배출 체험, 보물찾기, 한국수자원조사기술원에서 환경 VR 체험, 페이스 페인팅, 캐릭터 키링 증정, 한국환경보전원에서 수풀로 친환경 부채, 다회용 물병 끈 만들기, 한국지역난방공사에서 대형 주사위 던지기, 포토월, 한국수력원자력에서 친환경 에코백, 캐릭터 뱃지, 부채, 모자 증정이 있다. 대회 신청기간은 5월 16일 정오까지로 한강수계관리위원회 생태체험통합시스템과 포스터 내에 QR코드를 통해 가능하다.",https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=40b522c34d0346d9884d30808c71e8b8&thumb=Y,2025. 5. 17,2025. 5. 17,무료,https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=153430&menuNo=200010
무용,노원구,[관악문화재단] 우수공연 초청 국립현대무용단 [얍! 얍! 얍!],금나래아트홀,금천문화재단,48개월 이상,"전석 20,000원",,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=05db019cf652483d80772a19fb812bca&thumb=Y,2025. 5. 17,2025. 5. 17,유료,https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=153038&menuNo=200008
국악,노원구,[강남문화재단] 5월 키즈예술공연 [배꼽잡는 슬로우],강남씨어터,강남문화재단,4세 이상,전석 1만원(예매 수수료 별도),,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=90232cc7f2c54e338ea2d5526828ff2d&thumb=Y,2025. 5. 17,2025. 5. 17,유료,https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=153408&menuNo=200008
연극,노원구,[마포문화재단] 2025 마포문화재단 가정의달 축제 [해피 메이 와글와글] 종이봉지공주,마포아트센터 플레이맥,마포문화재단,48개월 이상 관람가 (권장연령:5세 이상),"전석 30,000원",,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=2dc45a089836463ab4dd5b4127e9cf6c&thumb=Y,2025. 5. 17,2025. 5. 17,유료,https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=153253&menuNo=200008
콘서트,노원구,[관악문화재단] 재주소년 7집 발매 기념 콘서트 [머물러 줄래],관악아트홀 공연장,관악문화재단,전 연령,"50,000원",,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=bda76ee292ec4672a4e4ecbb48bd09dd&thumb=Y,2025. 5. 17,2025. 5. 17,유료,https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=153280&menuNo=200008
축제-문화/예술,노원구,[광진문화재단] 2025 피크닉 in 나루,서울어린이대공원 숲속의무대,광진문화재단,전체관람,,,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=4eb82c8f0039439b8a65d03ac48cd63a&thumb=Y,2025. 5. 17,2025. 5. 17,무료,https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=152982&menuNo=200010
클래식,노원구,[2025 클래식다방 - 르네뮤직홀] 피아노 포핸즈로 듣는 [Dance of Spring],르네뮤직홀,서초문화재단,초등학생 이상,"전석 14,000원 / 서초구민 7,000원",,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=f891c25f274748db96ce4c1bf1598aad&thumb=Y,2025. 5. 17,2025. 5. 17,유료,https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=153374&menuNo=200008
교육/체험,노원구,[서울공예박물관] SeMoCA 펫크닉: 반려견이 반한 공예(중형견),서울공예박물관 공예마당 바깥마당 잔디밭,서울공예박물관,"가족, 모든 시민",,,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=e2446af245b6476187b7f364816ba021&thumb=Y,2025. 5. 17,2025. 5. 17,무료,https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=153476&menuNo=200011
전시/미술,노원구,[서울생활사박물관] 라이징 북서울,서울생활사박물관 기획전시실,서울생활사박물관,누구나,,,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=41c4542de02e4f798eb245ee9582026c&thumb=Y,2025. 5. 16,2025. 9. 28,무료,https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=153454&menuNo=200009
전시/미술,노원구,2025 긴급전시행동 [민주주의와 깃발],식민지역사박물관 1층 기획전시실,기타,누구나,,,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=490e213a1d6f40ac9c42d7ad069206e3&thumb=Y,2025. 5. 16,2025. 8. 17,무료,https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=153540&menuNo=200009
전시/미술,노원구,[종로문화재단] 2025 무계원 기획전시 한국의 미(美) 16 《머무름에 빛을 담다》,"무계원 안채, 사랑채, 별채",종로문화재단,누구나,,,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=6d7bdc73c4544dff8a458ef8f8ca5e84&thumb=Y,2025. 5. 16,2025. 7. 13,무료,https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=153480&menuNo=200009
전시/미술,노원구,2025 신촌문화발전소 기획전시 [히든시퀀스(Hidden Sequence)],"신촌문화발전소, 현대백화점 신촌점 4층 갤러리 B",서대문구청,누구나,,신촌문화발전소 기획전시,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=b3afa043f88c42619d954d08be0d8819&thumb=Y,2025. 5. 16,2025. 6. 27,무료,https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=153767&menuNo=200009
전시/미술,노원구,전시 [밤으로의 긴 여로],이스랏 아트룸,기타,누구나,,,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=df86b5d7487148b482abcb63d3d6c6eb&thumb=Y,2025. 5. 16,2025. 5. 31,무료,https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=153529&menuNo=200009
전시/미술,노원구,[남산골한옥마을] 2025 공예주간(Korea Craft Week 2025) [남산골 HOME],남산골한옥마을 이승업 가옥,남산골한옥마을,시민 누구나,무료(일부 체험 유료),"2025 공예주간 선정 프로그램 <남산골 HOME> 전통공예부터 현대공예까지, 전통가옥에서 경험하는 홈라이프스타일 공예 전시와 마켓, 체험 프로그램",https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=6e1b8f57187c464aac3a0d83d0025c3e&thumb=Y,2025. 5. 16,2025. 5. 25,무료,https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=153343&menuNo=200009
무용,노원구,제56회 전국초?중?고등학생무용콩쿠르,영등포아트홀,기타,청소년,"독무 200,000원 / 군무 300,000원",,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=43624194b8cc4736a7adab5bf204e99c&thumb=Y,2025. 5. 16,2025. 5. 18,유료,https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=152628&menuNo=200008
무용,노원구,[GS아트센터] 개관페스티벌 - 베로날 컴퍼니 & 마르코스 모라우 [파시오나리아],GS아트센터,기타,초등학생이상 관람가,"R석 8만원, S석 6만원, A석 4만원",,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=8d3fd3a023b64b57935a74e32db731d6&thumb=Y,2025. 5. 16,2025. 5. 18,유료,https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=153558&menuNo=200008
축제-기타,노원구,[미래한강본부] 2025 한강페스티벌-봄 [Hangang River Festival-Spring],"3개 한강공원 일대(뚝섬, 여의도, 반포)",미래한강본부,누구나,무료(일부 프로그램 유료),,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=8eab541b817f42049dd1627a59fd1cf2&thumb=Y,2025. 5. 16,2025. 5. 18,무료,https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=153350&menuNo=200010
클래식,노원구,[세종문화회관] 해리 포터와 혼혈 왕자™ 인 콘서트,세종대극장,세종문화회관,2018년 이전 출생자 관람 가능 (2018년생 포함),"스위트 15만원, VIP 13만원, R 1만원, S 8만원, A 6만원, B 5만원, C 3만원",,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=b8889e10da994185a0f1a1280e6b42d9&thumb=Y,2025. 5. 16,2025. 5. 18,유료,https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=153173&menuNo=200008
교육/체험,노원구,"[서울공예박물관] 가사 안 풍경 (5월 16일, 17일)",서울공예박물관 전시3동 1층 교육실,서울공예박물관,2030 청년(만 19세~39세),,,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=f68db3abf3164a30acc76f53ffef3630&thumb=Y,2025. 5. 16,2025. 5. 17,무료,https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=153475&menuNo=200011
콘서트,노원구,[성동문화재단] 2025 소월아트홀에서 떠나는 [유럽 여행 콘서트],소월아트홀,성동문화재단,누구나,"전석 3만원 (성동구민, 학생, 복지카드 소지자 50% 할인)",,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=6bb4eb708fc1412c8ee94628e133199f&thumb=Y,2025. 5. 16,2025. 5. 17,유료,https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=153301&menuNo=200008
클래식,노원구,안국선 피아노 독주회,금호아트홀 연세,기타,초등학생 이상,"전석 20,000원",,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=d3fc7350d6f64a88b5267f82dd98e609&thumb=Y,2025. 5. 16,2025. 5. 16,유료,https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=153218&menuNo=200008
클래식,노원구,예술가곡 연주회 [봄의 향연],세종체임버홀,세종문화회관,7세 이상 관람 가능 (2018년 이후 출생자),"전석 30,000원",,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=3437b8bb0604408ea8c45cc0e7210b7d&thumb=Y,2025. 5. 16,2025. 5. 16,유료,https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=153228&menuNo=200008
교육/체험,노원구,[서울 문화의 밤] 5월 방구석 북토크 - 성찰과 공감을 통한 건강한 관계 맺기(김수인),서울도서관 1층 생각마루,서울도서관,서울도서관 회원,,,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=40727a99e07b4c139c029a139b9bd617&thumb=Y,2025. 5. 16,2025. 5. 16,무료,https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=153384&menuNo=200011
교육/체험,도봉구,[서울문화재단] 서울예술인지원센터 아카데미,서울예술인지원센터(서울시 종로구 동숭길 122),서울문화재단,서울 거주 및 생활권 예술인 또는 시민(프로그램별 상이),,,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=4e8b99bbc35d40cf8dd73a97adb938ad&thumb=Y,2025. 5. 15,2025. 11. 13,무료,https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=153244&menuNo=200011
